timestamp,open,high,low,close,volume
2020-01-14 13:10:00,163.3250,163.4394,163.3100,163.3250,120157
2020-01-14 13:05:00,163.2100,163.3400,163.2099,163.3300,64623
2020-01-14 13:00:00,163.3300,163.3500,163.2100,163.2100,102002
2020-01-14 12:55:00,163.4000,163.4086,163.3300,163.3300,102530
2020-01-14 12:50:00,163.4100,163.4300,163.3500,163.3973,112733
2020-01-14 12:45:00,163.3750,163.4100,163.3600,163.4099,69968
2020-01-14 12:40:00,163.2550,163.3900,163.2550,163.3750,119855
2020-01-14 12:35:00,163.1750,163.2650,163.1700,163.2500,123391
2020-01-14 12:30:00,163.1700,163.2250,163.1600,163.1750,75576
2020-01-14 12:25:00,163.1601,163.2400,163.1600,163.1800,80755
2020-01-14 12:20:00,163.2300,163.2350,163.1200,163.1632,74397
2020-01-14 12:15:00,163.1900,163.2600,163.1900,163.2400,105386
2020-01-14 12:10:00,163.2200,163.2250,163.1800,163.1900,103787
2020-01-14 12:05:00,163.1950,163.2500,163.1650,163.2200,103048
2020-01-14 12:00:00,163.0750,163.2100,163.0750,163.1963,119238
2020-01-14 11:55:00,162.9550,163.0841,162.9550,163.0800,124771
2020-01-14 11:50:00,162.9400,162.9810,162.9000,162.9600,105464
2020-01-14 11:45:00,163.0630,163.0650,162.8900,162.9300,122770
2020-01-14 11:40:00,162.9800,163.0850,162.9350,163.0650,185493
2020-01-14 11:35:00,162.8700,162.9700,162.8600,162.9700,107351
2020-01-14 11:30:00,163.0100,163.0300,162.8200,162.8500,146181
2020-01-14 11:25:00,163.0450,163.0500,162.9000,163.0100,183060
2020-01-14 11:20:00,162.9750,163.0800,162.9724,163.0500,100511
2020-01-14 11:15:00,163.1300,163.1400,162.9700,162.9700,111093
2020-01-14 11:10:00,163.1700,163.2000,163.0450,163.1200,137458
2020-01-14 11:05:00,163.2000,163.2250,163.1600,163.1850,103433
2020-01-14 11:00:00,163.0600,163.1830,162.9600,163.1800,261841
2020-01-14 10:55:00,163.1200,163.1200,163.0200,163.0650,154714
2020-01-14 10:50:00,163.4400,163.4400,163.0800,163.1250,179831
2020-01-14 10:45:00,163.4600,163.4900,163.3700,163.4402,148538
2020-01-14 10:40:00,163.4100,163.5000,163.3800,163.4550,164987
2020-01-14 10:35:00,163.3045,163.5200,163.2700,163.4100,215409
2020-01-14 10:30:00,163.2900,163.3300,163.1900,163.3050,219549
